"id","Text","phase","code","subCode","commentLength","label","tags","auto"
"a1f86f80-135e-458b-aafc-3af30d2476f2_main_ca016c95-55cb-480d-9de3-6378c3d87a74-268","Drilled 12 1/4"" section from 1405 m to 1613 m with 4150 lpm/ 260-280 bar/ 110 rpm surface/ 280 rpm bit/ 1-15 kNm/ 0-6 MT WOB/ 1,40-1,44 sg ECD/ 0,12% max gas.

Drilled with reduced ROP to obtain 3 data points pr meter. Reduced MWD data transmission rate to 0,24 at 1430 m. Observed erratic torque and stick slip. Average ROP 17,3 m/hr.
Drilled stringer from 1463 m to 1465 m and from 1497 m to 1498 m..

Recorded SCR at 1610 m.
MP1 - 10/20/30 spm - 9,1/13,4/18 bar
MP2 - 10/20/30 spm - 9,7/13,6/18,4 bar
Flushed kill and choke line.

Observed conductor movement and some shallow water flow around the conductor. ROV commenced dumping gravel around conductor.","","P","ROT","668","shallowwater","['lowrop', 'harddrilling', 'shallowwater']","['lowrop', 'harddrilling', 'shallowwater']"
"a1f86f80-135e-458b-aafc-3af30d2476f2_main_a8d78383-3cc8-41d8-9852-cdca9f378933-8","Drilled 8 1/2"" shallow gas pilot hole from 160m to 485m.  Parameters: - Flow: 1500-2200 lpm - SPP: 35-90 bar - Rotation: 30-140 rpm - Torque: 2-5 kNm - WOB: 1-6 ton - Inst. ROP: 25-120 m/hr - Avg. ROP: 56 m/hr - Mud: SW + sweeps - ECD: 1.04-1.40 sg - Telemetry: wDP  - Confirmed spud location with Fugro: 0.45m from plan (prelim. final fix). - Started rotation with 30 rpm/3 kNm once formation firmed up at 160m (2 ton WOB) while washing with 1500 lpm/35 bar. Inst. ROP limited to autodriller set at 25 m/hr. - Took 1st survey at 165m to confirm rig centered above hole. Recorded 0.8 deg incl. / 276 deg azimuth. - Increased flow to 1800 lpm/52 bar and rotation to 60 rpm/4 kNm after 165m to stand down at 175m. ROP limited to autodriller set at 25 m/hr. - 2nd survey on first connection recorded 0.4 deg incl. / 245 deg azimuth. - Kept 1800 lpm/54 bar and increased rotation to 80 rpm/4 kNm on 2nd stand. ROP limited to autodriller set at 45 m/hr.  - Increased flow to 2000 lpm/66 bar and rotation to 100 rpm/4 kNm on 3rd stand and kept down to 235m. ROP limited to autodriller set at 60 m/hr. - Increased flow to 2200 lpm/80 bar and kept rotation at 100 rpm/4 knm from 235m to 255m. Increased rotation to 120 rpm/4 kNm from thereon to aid verticality and further to 140 rpm from 300m. ROP limited to autodriller set at 80 m/hr.  - Increased autodriller to 100 m/hr from 322m and to 120 m/hr from 360m.  - Pumped 4 m3 hi-vis sweeps; first at midstand and second at end stand (out of bit when making connection). Pumped sweeps on first single and on last single when at 120 m/hr ROP. - Observed ECD spikes up to 1.40 sg corresponding to sweeps exiting bit. - ROV monitored well on sonar.","PH1","P","DRL","1687","shallowgas","['shallowgas']","['shallowgas']"
"a1f86f80-135e-458b-aafc-3af30d2476f2_main_a8d78383-3cc8-41d8-9852-cdca9f378933-9","Drilled 8 1/2"" shallow gas pilot hole from 485m to 541m.  Parameters: - Flow: 2200 lpm - SPP: 90-97 bar - Rotation: 140 rpm - Torque: 2-5 kNm - WOB: 2-4 ton - Inst. ROP: 120 m/hr  - Avg. ROP: 57 m/hr - Mud: SW + sweeps - ECD: 1.04-1.33 sg - Telemetry: wDP  - Pumped 4 m3 hi-vis sweeps on first single and on last single when at 120 m/hr ROP. - Observed ECD spikes up to 1.33 sg corresponding to sweeps exiting bit. - ROV monitored well on sonar.","PH1","P","DRL","445","shallowgas","['shallowgas']","['shallowgas']"
"a1f86f80-135e-458b-aafc-3af30d2476f2_main_00e01326-dfe6-417c-b285-3ea46812fb2b-168","Drilled and slided 24"" hole from 482m to 520m w/SW. - Parameters: 4400lpm/135bar, 60rpm/10-15kNm, WOB 3-6t. - Inst. ROP: 5-75 m/hr. Avg. ROP: 12 m/hr. - Slided from 490m to 510m - observed sliding 180deg azimuth oppsite plan due to wrong toolface.  - Turned string 180deg and slided from 490m to 520m to obtain azimuth according to plan..  - Pumped 5m3 1.25 sg WBM half stand to clean hole.  Meanwhile: - ROV monitored hole for shallow gas.","SURF","P","DRL","440","shallowgas","['shallowgas']","['shallowgas']"
"a1f86f80-135e-458b-aafc-3af30d2476f2_main_00e01326-dfe6-417c-b285-3ea46812fb2b-174","Worked pipe and backreamed from 537m to 498m.  - Verified pipe free down, 20t overpull up. - Varied parameters to work string: 2200-4400lpm, 0-80rpm, 20-30t overpull. Observed string slowly moving upwards at 4400lpm, 80rpm and keeping constant 10-15t overpull while POOH. - Observed decreasing overpull at from 532m, but increaseing again at 522m before leveling off at 5-10t overpull. - Est. leak rate from modified SMO: 45-60 m3/hr   Meanwhile: - ROV monitored hole for shallow gas.","SURF","N","REAMBK","484","shallowgas","['shallowgas', 'tighthole']","['shallowgas', 'tighthole']"
"a1f86f80-135e-458b-aafc-3af30d2476f2_main_00e01326-dfe6-417c-b285-3ea46812fb2b-176","Oriented 24"" hole from 539m to 543m w/ 1.25 sg WBM. - Parameters: 4400lpm/125-138bar, WOB 15-25t. - Inst. ROP: 0-15m/hr. - Built trajectory according to plan by sliding entire interval. - Survey: 2.8deg incl., 80deg azimuth at 525m. - Est. leak rate from modified SMO: 62 m3/h. - Decision made to connect SPS return hose from SMO to CCDS with aim to reduce loss rate.  Meanwhile: - ROV monitored hole for shallow gas.  - SPS run to keep constant mud level at SMO.","SURF","P","DRL","463","shallowgas","['lostcirculation', 'shallowgas']","['lostcirculation', 'shallowgas']"
"a1f86f80-135e-458b-aafc-3af30d2476f2_main_00e01326-dfe6-417c-b285-3ea46812fb2b-181","Drilled and oriented 24"" hole from 542m to 728m w/ 1.25 sg WBM. - Parameters: 4400lpm/125-166bar, 50rpm/5-20kNm, WOB 5-25t. - Inst. ROP: 15-75m/hr. Avg. ROP: 23m/hr. - Built trajectory according to plan; survey at 710m: 9.9deg incl, 52deg azimuth. - Sliding intervals: 542-552m, 570-574m, 624-645m, 660-692m, 702-728m. - Motor differential above 25bar gave poor MWD detection. - Re-took surveys due to not passing Gyrodata QC in town: 660m and 703m. - Est. leak rate from modified SMO when taking returns from CCDS: 6-12m3/hr - Mud lost in total last 24 hrs: 336m3 of 1.25 sg WBM.  Meanwhile: - ROV monitored hole for shallow gas.  - SPS adjusted to minimize losses at SMO while taking suction from CCDS.  - Monitored MW and spec to avoid contamination with SW by overrunning SPS.","SURF","P","DRL","780","shallowgas","['shallowgas']","['shallowgas']"
"a1f86f80-135e-458b-aafc-3af30d2476f2_main_00e01326-dfe6-417c-b285-3ea46812fb2b-183","Drilled and slided 24"" hole from 728m to 900m w/ 1.25 sg WBM. - Parameters: 4400lpm/140-166bar, 50rpm/5-23kNm, WOB 13-25t. - Inst. ROP: 10-75m/hr. Avg. ROP: 29m/hr. - Built trajectory according to plan; survey at 896m: 17.2deg inclination at 57deg azimuth. - Sliding intervals: 737-747m, 776-789m, 813-828m, 851-867m, 890-900m. - Motor differential: 5-25 bar. Intermittent MWD detection at 25 bar. - Re-took surveys due to not passing Gyrodata QC in town: 736m and 776m. Got survey on third attempt. Swapped to MWD surveys after 776m. - Max gas in mud: 2.5% peak seen at 855m. 2.5%LEL observed in shaker room. - Est. leak rate from modified SMO when taking returns from CCDS: 6-12m3/hr  Meanwhile: - ROV monitored hole for shallow gas - no observations.  - Camera on SMO monitored hole for shallow gas - no observations. - SPS adjusted to minimize losses at SMO while taking suction from CCDS.  - Monitored MW and spec to avoid contamination with SW by overrunning SPS.","SURF","P","DRL","969","shallowgas","['shallowgas']","['shallowgas']"
"a1f86f80-135e-458b-aafc-3af30d2476f2_main_00e01326-dfe6-417c-b285-3ea46812fb2b-184","Drilled and slided 24"" hole from 900m to 1053m w/ 1.25 sg WBM. - Parameters: 4400lpm/163-182bar, 50rpm/6-28kNm, WOB 18-30t. - Inst. ROP: 10-70m/hr. Avg. ROP: 26m/hr. - Built trajectory according to plan; survey at 1050m: 25.0deg inclination at 60deg azimuth. - Sliding intervals: 900-910m, 929-952m, 967-994m, 1005-1038m, 1045-1053m. - Motor differential: 17-36 bar. Good MWD detection. - Max gas in mud: 0.5-1%. - Est. leak rate from modified SMO when taking returns from CCDS: 6-12m3/hr  Meanwhile: - ROV monitored hole for shallow gas - no observations.  - Camera on SMO monitored hole for shallow gas - no observations. - SPS adjusted to minimize losses at SMO while taking suction from CCDS.  - Monitored MW and spec to avoid contamination with SW by overrunning SPS.","SURF","P","DRL","772","shallowgas","['shallowgas']","['shallowgas']"
"a1f86f80-135e-458b-aafc-3af30d2476f2_main_00e01326-dfe6-417c-b285-3ea46812fb2b-185","Drilled and slided 24"" hole from 1053m to 1182m w/ 1.25 sg WBM. - Parameters: 4400lpm/171-187bar, 50-60rpm/10-32kNm, WOB 20-37t. - Inst. ROP: 15-67m/hr. Avg. ROP: 22m/hr. - Built trajectory according to plan; survey at 1163m: 32.9deg inclination at 55deg azimuth. - Sliding intervals: 1053-1070m, 1078-1105m, 1117-1144m, 1154-1182m. - Motor differential: 25-40 bar. Good MWD detection. - Max gas in mud: 0.5-1%. - Est. leak rate from modified SMO when taking returns from CCDS: 6-12m3/hr  Meanwhile: - ROV monitored hole for shallow gas - no observations.  - Camera on SMO monitored hole for shallow gas - no observations. - SPS adjusted to minimize losses at SMO while taking suction from CCDS.  - Monitored MW and spec to avoid contamination with SW by overrunning SPS.","SURF","P","DRL","771","shallowgas","['shallowgas']","['shallowgas']"
"a1f86f80-135e-458b-aafc-3af30d2476f2_main_00e01326-dfe6-417c-b285-3ea46812fb2b-186","Drilled last single of 24"" hole with max parameters to section TD at 1191m. - Parameters: 5100lpm/210bar, 80rpm/11-28kNm, WOB 11-22t. - Inst. ROP: 13-29m/hr. Avg. ROP: 18m/hr. - TD survey: 32.9deg inclination at 55deg azimuth. - Distance from plan at section TD: 18.2m (15.1m below and 10.2m left). - Max gas in mud: 0.5-1%. 1.2%LEL observed in shaker room. - Est. leak rate from modified SMO when taking returns from CCDS: 6-12m3/hr  Meanwhile: - ROV monitored hole for shallow gas - no observations.  - Camera on SMO monitored hole for shallow gas - no observations. - SPS adjusted to minimize losses at SMO while taking suction from CCDS.","SURF","P","DRL","641","shallowgas","['shallowgas']","['shallowgas']"
"a1f86f80-135e-458b-aafc-3af30d2476f2_main_00e01326-dfe6-417c-b285-3ea46812fb2b-187","Circulated hole clean with 3 x BU.  - Parameters: 5100lpm/208bar, 80rpm/10-18kNm (rotation limited by Motor and flow by GWD tool). - Reciprocated string during circulation. - Observed reduced amount of cuttings and fine clay over shakers. - 8%LEL observed in shaker room. Shut down SPS pump.   Meanwhile: - SPS shut down. Observed bubbles from well on camera located on SMO. - ROV monitored hole for shallow gas - no indication on sonar/camera.","SURF","P","CIR","444","shallowgas","['shallowgas']","['shallowgas']"
"a1f86f80-135e-458b-aafc-3af30d2476f2_main_666a9ea7-a082-4796-bddd-cc3c48097225-196","Drilled 26"" hole from 260m to section TD at 373m with 4500 lpm, 203 bar, 80 rpm,  8-10 KNm, 5-10 tons WOB. Recorded up/down/rot. weights 84/82/83 tons. ROP = 40-50 m/hrs. No gas or losses observed. Meanwhile pressure tested UVPR to 20/1010 bar for 5/10min.  Note: 1) Mud logger data system not been 100% operational, investigating faults.  2) ROV monitored for shallow gas at seabed. 3) Pumped four 10m3 Hi-Vis sweeps per stand.  4) Attempted to get survey at 271m and 276m, no success due to tool movement.   5) TD survey: 361mMD, 1.87 deg Incl, 284 deg Azi.","SURF","P","DRL","559","shallowgas","['shallowgas']","['shallowgas']"
"a1f86f80-135e-458b-aafc-3af30d2476f2_main_a8d78383-3cc8-41d8-9852-cdca9f378933-11","Drilled 8 1/2"" shallow gas pilot hole from 541m to 614m.  Parameters: - Flow: 2200 lpm - SPP: 90-97 bar - Rotation: 140 rpm - Torque: 2-5 kNm - WOB: 2-4 ton - Inst. ROP: 60 m/hr (restricted while drilling shallow gas anomaly) - Avg. ROP: 49 m/hr - Mud: SW + sweeps - ECD: 1.04-1.33 sg - Telemetry: wDP  - ROP reduced to 60m/hr from 541m as per RAP due to potential shallow gas anomaly theoretically identified on seismic. - Pumped 4 m3 hi-vis sweeps; first at midstand and second at end stand (out of bit when making connection). - Observed ECD spikes up to 1.33 sg corresponding to sweeps exiting bit.","PH1","P","DRL","602","shallowgas","['shallowgas']","['shallowgas']"
"a1f86f80-135e-458b-aafc-3af30d2476f2_main_a8d78383-3cc8-41d8-9852-cdca9f378933-14","Drilled 8 1/2"" shallow gas pilot hole from 614m to 1163m.  Parameters: - Flow: 2200 lpm - SPP: 90-99 bar - Rotation: 140 rpm - Torque: 2-5 kNm - WOB: 2-6 ton - Inst. ROP: 80-140 m/hr  - Avg. ROP: 96 m/hr - Mud: SW + sweeps - ECD: 1.04-1.33 sg - Telemetry: wDP  - ROP staged up from 80 to 120m/hr by 670 m. - At 852m with ROP at 140m/hr (inside Utsira) - observed abnormal ECD increase from 1.18 sg to 1.26 sg. Reduced to 120m/hr and timed 2nd sweep prior to connection. - Introduced 160 rpm in Utsira to mitigate vibrations. Reduced back to 140 rpm due to minimal effect. - Pumped 4 m3 hi-vis sweeps; first at midstand and second at end stand (out of bit when making connection). At 662 m reverted to sweep on first single and on last single to sync sweeps for higher ROP. - Observed ECD spikes up to 1.33 sg corresponding to sweeps exiting bit. - Distance from plan at 636m: 5.97m (South: 5.81m, West: 1.37m)","PH1","P","DRL","909","shallowgas","['shallowgas']","['shallowgas']"
"a1f86f80-135e-458b-aafc-3af30d2476f2_main_666a9ea7-a082-4796-bddd-cc3c48097225-193","Drilled 26"" hole from 168m to 241m with 2500 lpm, 42 bar, 60 rpm, 1-2KNm, 1-3 tons WOB. Recorded up/down/rot. weights 81/80/81 tons. ROP = 30 m/hrs. Max incl. of 2.86 deg recorded at 218m. Drilled with controlled ROP at 30 m/hrs due to reduced flow rate. No gas or losses observed. Note: 1) Mud logger data system not been 100% operational, investigating faults.  2) ROV monitored for shallow gas at seabed. 3) Pumped four 10m3 Hi-Vis sweeps per stand.","SURF","P","DRL","452","shallowgas","['shallowgas']","['shallowgas']"
"a1f86f80-135e-458b-aafc-3af30d2476f2_main_666a9ea7-a082-4796-bddd-cc3c48097225-164","Drilled 9 7/8"" pilot hole from 223m to 298m. Parameters: 2500-3000 lpm, 56-77 bar, 80 RPM, 3-6 kNm, 1-5 tons WOB, ECD 1.11-1.21 sg EMW. Pumped four 10m3 Hi-Vis sweeps per stand. Recorded up/down/rot. weights 81/78/79 tons. ROP = 20-30 m/hrs. Attempted several times to get survey at 275m, no success. Max incl. of 3.58 deg recorded at 218m. No gas indications observed. No losses. Note: 1) Mud logger data system not been 100% operational from 175m, investigating faults.  2) ROV monitored for shallow gas at seabed.","PH1","P","DRL","516","shallowgas","['shallowgas']","['shallowgas']"
"a1f86f80-135e-458b-aafc-3af30d2476f2_main_c8c65996-8721-4d6d-b508-3256920d4523-60","After connection at 713.5m received shallow gas warning from ROV. Staged up pumps to 4000 lpm and 168 bar. ROV monitored at PGB and showed large amount of gas flowing out of well. Pumped 60 m3 of 1.25 sg kill mud with 4150 lpm, 225 bar and observed gas flow decreasing at sea level. Pumped additional 42 m3 of kill mud with 4150 lpm and 225 bar. Stopped pumps and flow checked well. Observed small amount of gas flowing out of well. Pumped remaining 33 m3 of 1.25 sg kill mud with 4200 lpm and 234 bar.","INTCSG2","N","DR","502","shallowgas","['shallowgas']","['shallowgas']"
"a1f86f80-135e-458b-aafc-3af30d2476f2_main_340daeb3-2a75-49c2-9cc7-6d9525d2864f-10","Continued drilling 26"" hole (sliding/rotation) from 338 m to 519 m with 2750-4500 lpm, 55-148 bar, 30 rpm, 3-12 kNm, 5-9 ton WOB. Instantaneous ROP at 25-55 m/hr. Average ROP at 25.8 m/hr. 

Meanwhile:
- Mounted cuttings pipe on pipe support on port side main deck.
- Continued on light installation on Texas deck.

Note:
- ROV monitoring for shallow gas.
- Swept hole with 10 m3 Hi-vis pill 3 times per stand and spotted Hi-vis around BHA prior to connections.
- Took survey every 20 m through interval.
- At 502 m MD well located 1.94 m right and 0.10 m below planned trajectory, 2.11 m center-center. 6.2 deg Inc and 161.3 deg azimuth.","COND1","P","DRL","638","shallowgas","['shallowgas']","['shallowgas']"
"a1f86f80-135e-458b-aafc-3af30d2476f2_main_340daeb3-2a75-49c2-9cc7-6d9525d2864f-11","Drilled 26"" hole (sliding/rotation) from 517 m to section TD at 620 m with 4500 lpm, 150 bar, 30 rpm, 10-12 kNm, 8 ton WOB. Instantaneous ROP at 50-70 m/hr. Average ROP at 25.8 m/hr. 

Note:
- ROV monitoring for shallow gas.
- Swept hole with 10 m3 Hi-vis pill 3 times per stand and spotted Hi-vis around BHA during connections.
- Took survey every 20 m through interval.
- Recorded TD survey at 603.07 mMD: 6.74 deg Inc and 163.59 deg azimuth.","COND1","P","DRL","444","shallowgas","['shallowgas']","['shallowgas']"
"a1f86f80-135e-458b-aafc-3af30d2476f2_main_340daeb3-2a75-49c2-9cc7-6d9525d2864f-3","Ran in and tagged seabed at 137 m as expected at 02:40 hrs. Drilling 26” hole from 137 m to 148 m with reduced parameters at 2400 lpm, 37 bar, 30 rpm, 2-9 kNm,1 ton WOB. Continued drilling 26"" hole while gradually increased parameters to 3500 lpm, 81 bar, 4-5 ton WOB down to 163 m. 

Meanwhile:
- Completed pressure testing standpipe and choke manifold to 415 bar.

Note:
- ROV in position for monitoring of shallow gas.
- Swept hole with 10 m3 Hi-vis pill 3 times per stand and spotted Hi-vis around BHA prior to connections.
- Recorded no cement crust on seabed.","COND1","P","DRL","565","shallowgas","['shallowgas']","['shallowgas']"
"a1f86f80-135e-458b-aafc-3af30d2476f2_main_636b7822-e7aa-449d-9d6f-de2d487b951a-16","While WOW to offload 36""""BHA from boat to rig worked on CWM and welded on v-door area. At 08:30hrs held shallow gas meeeting.  At 10:00hrs brought in boat and lifted small baskets.    Weather @ 08:00hrsWind 25 knotsSig sea 3.3mHeave .8mRoll 1.3degPitch .9degSwell 2mWeather @ 10:00hrsWind 26knotsSig sea 3.4mHeave .7mPitch .6degRoll 1.1degSwell 2mWeather @ 12:00hrsWind 25knotsSig sea 3.0mHeave .6mPitch .6degRoll 1.0degSwell 2m","","N","WTHR","428","shallowgas","['shallowgas']","['shallowgas']"
"a1f86f80-135e-458b-aafc-3af30d2476f2_main_00e01326-dfe6-417c-b285-3ea46812fb2b-171","Worked stuck pipe. - Unable to move or rotate string after taking survey and spacing out string to make connection. Observed rapid SPP increase when bringing on pumps. String stuck. - Increased flow in steps to 3000lpm with stable SPP and returns via SPS.  - Worked string with 4300lpm/120bar, 50rpm/2-37kNm and observed string becoming free. - Pumped 10m3 1.25sg WBM and circulated clean.  Meanwhile: - ROV monitored hole for shallow gas.","SURF","N","WRKPIP","439","shallowgas","['shallowgas', 'stuckpipe']","['shallowgas', 'stuckpipe']"
"a1f86f80-135e-458b-aafc-3af30d2476f2_main_00e01326-dfe6-417c-b285-3ea46812fb2b-172","Displaced well to 1.25 sg WBM and verified pipe free.  - Displaced well to 1.25 sg WBM at 4400lpm/120bar, 80rpm/2-25kNm. - Observed cuttings on shakers. - Verified pipe free down, 30t overpull up. - Est. leak rate from modified SMO: 45-60 m3/hr   Meanwhile: - ROV monitored hole for shallow gas.  - SPS run to keep constant mud level at SMO.","SURF","P","DISPL","341","shallowgas","['shallowgas', 'tighthole']","['shallowgas', 'tighthole']"
"a1f86f80-135e-458b-aafc-3af30d2476f2_main_00e01326-dfe6-417c-b285-3ea46812fb2b-177","Backreamed from 543m to 467m in preparation to connect SPS suction return hose from SMO to CCDS. - Backreamed at 2500-4400lpm/41-125bar, 30-80rpm/3-18kNm, 10-25t overpull to inside 30"" conductor. - Est. leak rate from modified SMO: 60 m3/hr   Meanwhile: - ROV monitored hole for shallow gas.","SURF","N","REAMBK","291","shallowgas","['shallowgas', 'tighthole']","['shallowgas', 'tighthole']"
"a1f86f80-135e-458b-aafc-3af30d2476f2_main_00e01326-dfe6-417c-b285-3ea46812fb2b-180","Washed down with 24"" BHA from 467m to bottom at 542m. - Parameters: 4400lpm/123bar - No issues passing previously seen tightspots in 520-530m interval. - Est. leak rate from modified SMO when taking returns from CCDS: 10-20 m3/hr  Meanwhile: - ROV monitored hole for shallow gas.  - SPS adjusted to minimize losses at SMO while taking suction from CCDS.","SURF","N","WASH","353","shallowgas","['shallowgas']","['shallowgas']"
"a1f86f80-135e-458b-aafc-3af30d2476f2_main_00e01326-dfe6-417c-b285-3ea46812fb2b-190","Flowchecked well while weighing up mud to 1.50sg. - Reciprocated string with 10rpm/5-10kNm. - Weighed up 1.30 sg mud in pits to 1.50 sg for use in final displacement.  Meanwhile: - SPS shut down. Monitored bubble trend with camera on SMO - similar trend as before. - ROV monitored hole for shallow gas - observed bubbles on camera but no indication on sonar.","SURF","P","FLWCHK","358","shallowgas","['shallowgas']","['shallowgas']"
"a1f86f80-135e-458b-aafc-3af30d2476f2_main_00e01326-dfe6-417c-b285-3ea46812fb2b-191","Flowchecked well while weighing up mud from 1.30sg to 1.50sg. - Reciprocated string with 10rpm/5-10kNm. - Weighed up 1.30 sg mud in pits to 1.50 sg for use in final displacement.  Meanwhile: - SPS shut down. Monitored bubble trend with camera on SMO - similar trend as before. - ROV monitored hole for shallow gas - observed bubbles on camera but no indication on sonar","SURF","P","FLWCHK","369","shallowgas","['shallowgas']","['shallowgas']"
"a1f86f80-135e-458b-aafc-3af30d2476f2_main_666a9ea7-a082-4796-bddd-cc3c48097225-175","Drilled 9 7/8"" pilot hole from 298m to 315m. Parameters: 3000 lpm, 77 bar, 80 RPM, 1-3 kNm, 1-3 ton WOB, ECD 1.18sg EMW. ROP = 20-30 m/hrs. Pumped four 10m3 Hi-Vis sweeps per stand. Recorded up/down/rot. weights 79/78/79 tons. No gas indications observed. No losses. Note: 1) Mud logger data system not been 100% operational from 175m, investigating faults.  2) ROV monitored for shallow gas at seabed.","PH1","P","DRL","402","shallowgas","['shallowgas']","['shallowgas']"
"a1f86f80-135e-458b-aafc-3af30d2476f2_main_666a9ea7-a082-4796-bddd-cc3c48097225-197","Drilled 26"" hole from 241m to 260m with 2500-4500 lpm, 46-139 bar, 60-80 rpm, 3-5KNm, 5-10 tons WOB. ROP at 30-50 m/hrs. Recorded up/down/rot. weights 83/81/82 tons. No gas or losses observed. Note: 1) Mud logger data system not been 100% operational, investigating faults.  2) ROV monitored for shallow gas at seabed. 3) Pumped four 10m3 Hi-Vis sweeps per stand.","SURF","P","DRL","363","shallowgas","['shallowgas']","['shallowgas']"
"a1f86f80-135e-458b-aafc-3af30d2476f2_main_a8d78383-3cc8-41d8-9852-cdca9f378933-16","Drilled 8 1/2"" shallow gas pilot hole from 1163m to well TD of 1190m.  Parameters: - Flow: 2200 lpm - SPP: 90-99 bar - Rotation: 140 rpm - Torque: 2-5 kNm - WOB: 2-4 ton - Inst. ROP: 120 m/hr  - Avg. ROP: 108 m/hr - Mud: SW + sweeps - ECD: 1.04-1.33 sg - Telemetry: wDP  - Pumped 4 m3 hi-vis sweeps on first single and on last single to sync sweeps for higher ROP. - Observed ECD spikes up to 1.33 sg corresponding to sweeps exiting bit.","PH1","P","DRL","437","shallowgas","['shallowgas']","['shallowgas']"
